Year,Anomaly
200001,4.5
200002,0.35
200003,1.91
200004,-2.81
200005,-1.09
200006,0.37
200007,-0.44
200008,-1.21
200009,-0.88
200010,1.27
200011,-1.85
200012,1.01
200101,3.01
200102,3.34
200103,-2.02
200104,-2.16
200105,-0.35
200106,1.18
200107,-1.17
200108,1
200109,0.92
200110,-0.87
200111,-4.89
200112,4.54
200201,-0.13
200202,-3.78
200203,-2.92
200204,-4.77
200205,1.2
200206,1.41
200207,1.26
200208,2.27
200209,-0.12
200210,2.35
200211,-2.26
200212,1.7
200301,-5.03
200302,-1.27
200303,-2.36
200304,0.73
200305,-0.2
200306,0.1
200307,1.71
200308,0.38
200309,0.88
200310,-2.93
200311,-1.75
200312,-6.22
200401,-3.17
200402,-4.88
200403,2.9
200404,2.65
200405,0.9
200406,-0.7
200407,-0.81
200408,-0.28
200409,-0.36
200410,-1.64
200411,-6.02
200412,-2.95
200501,3.68
200502,4.19
200503,0.07
200504,0.73
200505,2.99
200506,-1.55
200507,0.87
200508,0.13
200509,-2.59
200510,-1.4
200511,1.34
200512,6.06
200601,14.68
200602,2.89
200603,2.84
200604,11.5
200605,1.27
200606,-1.82
200607,-0.39
200608,-0.85
200609,0.25
200610,-1.41
200611,0.85
200612,-3.88
200701,-2.7
200702,2.9
200703,0.89
200704,1.34
200705,-0.83
200706,-1.98
200707,-0.48
200708,-0.56
200709,0.79
200710,0.85
200711,-1.44
200712,-0.78
200801,-3.2
200802,3.32
200803,-5.54
200804,-2.14
200805,-1.56
200806,-0.21
200807,-0.64
200808,-1.32
200809,0.83
200810,-2.09
200811,4.55
200812,-0.63
200901,1.6
200902,-1.75
200903,-3.68
200904,-7.44
200905,2.73
200906,0.07
200907,-0.48
200908,0.96
200909,0.92
200910,2.72
200911,7.65
200912,3.9
201001,-3.12
201002,-0.86
201003,-1.64
201004,2.07
201005,3.84
201006,0.83
201007,0.27
201008,-2.31
201009,-0.17
201010,-0.13
201011,-5.71
201012,-1.4
201101,-1.68
201102,3.24
201103,1.36
201104,-0.57
201105,0.41
201106,0.63
201107,-1.54
201108,0.67
201109,-0.75
201110,2.2
201111,2.36
201112,2.18
201201,6.03
201202,4.67
201203,5.73
201204,-1.87
201205,0.66
201206,-0.4
201207,-0.37
201208,-0.45
201209,-0.53
201210,0.17
201211,0.88
201212,1.5
201301,5.7
201302,-1.51
201303,-1.68
201304,-3.57
201305,-1.35
201306,-1.7
201307,-0.09
201308,-0.37
201309,4.17
201310,-2.93
201311,-2.44
201312,5.56
201401,4.61
201402,8.27
201403,4.22
201404,2.8
201405,0.95
201406,-1.47
201407,-0.54
201408,0.17
201409,0.57
201410,2.38
201411,-1.15
201412,1.34
201501,5.75
201502,-0.5
201503,3.14
201504,6.01
201505,-6.02
201506,1.07
201507,0.79
201508,0.43
201509,-1.01
201510,3.7
201511,1.17
201512,5.07
201601,7.53
201602,6.46
201603,3.56
201604,-0.16
201605,0.06
201606,0.45
201607,0.69
201608,-0.51
201609,0.76
201610,5.11
201611,9.96
201612,7.82
201701,0.59
201702,2.34
201703,-2.22
201704,0.75
201705,-5.66
201706,-2.03
201707,-1.28
201708,0.4
201709,2.45
201710,4.81
201711,1.72
201712,4.62
201801,4.25
201802,8.82
201803,4.07
201804,-0.47
201805,3.54
201806,1.86
201807,0.01
201808,1.51
201809,0.4
201810,4.43
201811,-2.65
201812,-1.99
201901,-0.76
201902,-2
201903,0.03
201904,2.6
201905,0.78
201906,0.39
201907,0.92
201908,0.27
201909,0.9
201910,2.94
201911,1.33
201912,3.89
202001,-0.33
202002,0.23
202003,-5.7
202004,1.64
202005,1.39
202006,0.64
202007,0.67
202008,1.13
202009,1.23
202010,3.26
202011,3.4
202012,1.35
202101,8.27
202102,9.44
202103,2.41
202104,2.08
202105,-0.6
202106,-0.56
202107,-0.19
202108,1.62
202109,3.57
202110,6.5
202111,4.55
202112,6.69
202201,5.59
202202,6.62
202203,9.53
202204,1.98
202205,1.78
202206,0.15
202207,0.63
202208,0.57
202209,1.16
202210,0.5
202211,0.25
202212,1.17
202301,8.86
202302,7.34
202303,2.46
202304,1.28
202305,-0.98
202306,2.11
202307,-0.39
